tweet;kelas
rt kelgegerkalong: kirmir amrol di jl. polisi militer rw. 02 kpad. beresiko longsor susulan. mohon bantuan dbmpkotabdg ridwankamil https…;keluhan
infobdg ini ngaku satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/ug4t1agajv;keluhan
rt tongkronganbdg: infobdg ini ngaku satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/ug4t1agajv;keluhan
rancasari_ok ridwankamil   petugas kebersihan rt/rw di tempat sy tidak mengambil sampah jika tidak setuju iuran 50rb/bln;keluhan
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl asia afrika https://t.co/whmurx1kot;respon
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl ibrahim adjie (2) https://t.co/6q4crlefli;respon
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl ibrahim adjie (3) https://t.co/2b50sbybbp;respon
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl ibrahim adjie (1) https://t.co/dcbroy07om;respon
rt toekang_sate: pak ridwankamil iyeu jalmi anu ngabalaan jalan di kota bandungngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…;keluhan
ada pohon mangga besar di jln.anyer 25 bdg ditebang pemilik baru kabarnya dgn menyuruh satpol pp kumaha kang ridwankamil infobandung;keluhan
diskamtam pagi mau tanya untuk biaya pemasangan baliho biasanya berapa ya? nuhun;bukan keluhan atau respon
jalan babakan sari kalau sore sudah kayak kampung aja byk preman anak2 motoris pengacau mohon ditertibkan satpolppbdg infobdg #infobdg;keluhan
tetapi hari ini masih boleh akan terjadi pada hari esok. bandung_dinkes;bukan keluhan atau respon
dbmpkotabdg mohon dicek apakah bbrp bangunan sempadan sungai cipamokolan  jl. terusan cikajang sesuai dgn rth?;keluhan
"rt kecamatan_andir: rakor tata kelola pasar ciroyom antara camatlurahkoramilpolsek&amp;pengelola pasar. cc ridwankamil nofidiekaputera ht…";bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
ridwankamil infodishub dishub_jabar satpolppbdg satpol pkl kecil yg jualan di trotoar aja bisa ditertibkan tp kl yg ini malah diamankan;keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
diskominfobdg satpolppbdg pa tolong ditertibkan sdh mulai ada yang jualan di jpo di taman baru di balkot.. https://t.co/hsqzmcncvi;keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
kalo lagi makan eskrim trus inget mantan sama pacar baru nya.sakit bro infobandung infobdg ridwankamil ganegani https://t.co/11br8nicsk;bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
rt prfmnews: rt alkaryana ridwankamil halte tmb di depan stadion persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 14/1 urc pju perbaikan lampu pju jl ciwastra https://t.co/k9jl4irz0w;respon
rt kec_sukajadi: pemberian bantuan utk lansia jompo rw 03  kel cipedes terima kasih dinsos_bdg cc ridwankamil diskominfobdg https://t.c…;bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
pagi pak ridwankamil  ijin lapor ada warga anda ibu nani butuh bantuan di rs al ikhsan baleendah kelas 2 no. 14 https://t.co/hlejpmwczb;keluhan
smg bisa terus terjaga pkl dpn sd uber tdk berjualan lg di dpn sd ridwankamil diskominfobdg satpolppbdg pemumbdg https://t.co/xvj1zbxwym;bukan keluhan atau respon
pak ridwankamil mohon harga tanah di bandung dikendalikan biar ttp terjangkau mungkin bs dg mengendalikan bisnis developer besar;bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
dinsos_bdg di jl.terusan jakarta antapani bandung setiap jam segini tiap hari jadwal untuk beredar meminta2 https://t.co/yeaqexxebf;keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
klo dibiarkan akan semakin byk pkl buah yg berjualan dan menimbulkan kemacetan.mohon satpolppbdg  via awie__yang prfmnews ridwankamil;keluhan
galian jl. golf raya cisaranten tos mang bulan² teu beres² ngantosan korban tigebrus deui kang ridwankamil? https://t.co/ef0mv74yxk;keluhan
#suarabdg via munitamamunisa: 😫 dari kemarin prapatan imanuel macet bgt lampu merahnya mati total cc: dishub_kotabdg;keluhan
rt budiraharjo23: klo dibiarkan akan semakin byk pkl buah yg berjualan dan menimbulkan kemacetan.mohon satpolppbdg  via awie__yang prfm…;keluhan
rt budiraharjo23: klo dibiarkan akan semakin byk pkl buah yg berjualan dan menimbulkan kemacetan.mohon satpolppbdg  via awie__yang prfm…;keluhan
rt infobdg: #suarabdg via munitamamunisa: 😫 dari kemarin prapatan imanuel macet bgt lampu merahnya mati total cc: dishub_kotabdg;keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
ridwankamil bapak emil yg terhormat tertibkan oknum penjaga yg menuju bandara husein karna slalu minta ktp ujungnya minta uang...nuhun;keluhan
rt infobdg: #suarabdg via munitamamunisa: 😫 dari kemarin prapatan imanuel macet bgt lampu merahnya mati total cc: dishub_kotabdg;keluhan
pak ridwankamil  motor itu srudugan dri blkng pgn ke dpn pengendara yg lain dsuruh geser di lamp.merah pasir koja https://t.co/l2pwhkp7mq;keluhan
ridwankamil : pak kmha ieu lmpu stopan bnyk yg mati ? d jln supratman sdh bbrp mnggu;keluhan
rt kcigending: smg bisa terus terjaga pkl dpn sd uber tdk berjualan lg di dpn sd ridwankamil diskominfobdg satpolppbdg pemumbdg https:…;bukan keluhan atau respon
pdamtirtawening nuhun air sudah mulai mengalir di jl kampus v bbk sarikircon. saran jika ada penggiliran mohon di infokan kpd pelanggan.;bukan keluhan atau respon
satpolppbdg ridwankamil prempatan braga belok kiri sebelum jembatan viaduct yg banyak jual velg mobil;bukan keluhan atau respon
dishub_kotabdg bisa tlg liatin jl. cikajangraya antapani? mobil2 byk yg parkir dijalan infobandung prfmnews;keluhan
iwginting relawan_bdg dishub_kotabdg ridwankamil infobdg seharusnya llaj punya modul cadangan untuk penggantian. jgn smp ada korban dl;bukan keluhan atau respon
batheig ridwankamil satpol pp jalan2 dong.... masa ga tau yg jual ban daerah situ....;keluhan
satpolppbdg nama jln saya kurang paham sebelum hotel kedaton pak bukan toko pokoknya dari braga ke kiri sebelum viaduct;bukan keluhan atau respon
satpolppbdg batheig sebelah mana pohon kersen? deket tiang listrik? yang ada burung perkutut cat hijau? depannya belok kiri?;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg opies46 16/1 urc karees perbaikan jl gumuruh https://t.co/fiqrq5kwyd;respon
ridwankamil dbmpkotabdg hatur nuhun jalan gumuruh yang amblas sudah diperbaiki;bukan keluhan atau respon
"ridwankamil pak kmi mrsa gerah liat dgn polisi yg diam di pertigaan jl. abc &amp; prmpatan sdirman otista tiap hari malakin pengguna kndraan.";keluhan
prfmnews ujungberung_kec ridwankamil : kpn penertiban pkl  di sekeliling rshs ? jln pasirkaliki - jln prof eijkman - jln rumah sakit;keluhan
14.02 dbmpkotabdg lampu pju di jalan pasirkoja arah otista masih menyala dan ada panel yang terbuka .;keluhan
penertiban pkl tegallega jl. otista infobdg prfmnews maznot satpolppbdg https://t.co/vmbjqiddcf;bukan keluhan atau respon
rt sihungbobotoh: penertiban pkl tegallega jl. otista infobdg prfmnews maznot satpolppbdg https://t.co/vmbjqiddcf;bukan keluhan atau respon
via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
infobdg: via sihungbobotoh : penertiban pkl tegallega;bukan keluhan atau respon
rt leonardusyap: pagi pak ridwankamil  ijin lapor ada warga anda ibu nani butuh bantuan di rs al ikhsan baleendah kelas 2 no. 14 https…;keluhan
via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg… https://t.co/me352sdgzp #infobdg https://t.co/6cmlvo6b6r;bukan keluhan atau respon
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
iwginting andriprim ridwankamil prfmnews kalo angkot ledeng/upi gmn pak. tiap saat dibiarkan ngetem pdhl bikin macet parah. #lalinbdg;keluhan
kalau angkot 04 yg mangkal di jl. terusan buahbatu depan gd. infomedia kapan ditertibkan pa? dibiarin?  https://t.co/gfm5z9tzyg;keluhan
rt satpolppbdg: penertiban pkl di jl.otista tegalega hr ini sabtu 16/1/2016 cc ridwankamil pemkotbandung diskominfobdg odedmd https://…;bukan keluhan atau respon
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
iwginting andriprim ridwankamil prfmnews tolong plz banget kalo weekend lbh sering pak jd ga bikin tambah macet;bukan keluhan atau respon
"prfmnews: 14.59 rt #lalinbdg jl.maskumambang arah martanegara macet panjang https://t.co/bgu7rv0fpn"" ridwankamil perlu lampu lalin""";keluhan
"prfmnews: 14.59 #lalinbdg jl.maskumambang arah martanegara macet panjang https://t.co/bgu7rv0fpn"" ridwankamil  nahh";keluhan
pdamtirtawening pak knp ya air pdam di antapani tepatnya di jln. kuningan berbaukotor n sdkt berbusa? sdh 2minggu tlgprhtnya ridwankamil;keluhan
.dbmpkotabdg rt hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren blm ada prbaikan smpai saat ini tdk mcet tp mmbahayakan;keluhan
rt infobandung: .dbmpkotabdg rt hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren blm ada prbaikan smpai saat ini tdk mcet t…;keluhan
pdamtirtawening 00501410195 ini gimana airnya masih kotor dan bau blm ada tindakan ngocornya juga 2hari sekali https://t.co/hdnzqwxajr;keluhan
rt infobandung: .dbmpkotabdg rt hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren blm ada prbaikan smpai saat ini tdk mcet t…;keluhan
rt infobandung: .dbmpkotabdg rt hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren blm ada prbaikan smpai saat ini tdk mcet t…;keluhan
ridwankamil odedmd satpolppbdg  prfmnews komunitas manusia silver di pasteur bawah jalan layang semakin banyak https://t.co/b4lipspebm;keluhan
rt satpolppbdg: penertiban pkl di jl.otista tegalega hr ini sabtu 16/1/2016 cc ridwankamil pemkotbandung diskominfobdg odedmd https://…;bukan keluhan atau respon
assalamualaikum pak ridwankamil mohon dibantu pak kami di sukabumi berniat membangun saung buku untuk tempat belajar selain disekolah.;bukan keluhan atau respon
rt infobandung: .dbmpkotabdg rt hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren blm ada prbaikan smpai saat ini tdk mcet t…;keluhan
"iwginting andriprim ridwankamil prfmnews sy baru lwt ledeng. biar gmn macet &amp; petugas banyak tp angkot2 tetap dibiarkan ngetem bkn macet";keluhan
pdamtirtawening air nyala hanya 2 jam air yg ditrima tdk jernih alamat gerlong tengah 1 no. nopel: 00501410257. https://t.co/4ck81s7bx9;keluhan
rt infobandung: .dbmpkotabdg rt hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren blm ada prbaikan smpai saat ini tdk mcet t…;keluhan
rt infobdg: via sihungbobotoh : penertiban pkl tegallega jl. otista satpolppbdg https://t.co/qfk0ppn2ad;bukan keluhan atau respon
dbmpkotabdg ridwankamil mhn bantuan nya u/ menutup jln yg berlobang di jl.cigadung raya barat sktr rancakendal.nhn https://t.co/c3gjkpozie;keluhan
rt satpolppbdg: penertiban pkl di jl.otista tegalega hr ini sabtu 16/1/2016 cc ridwankamil pemkotbandung diskominfobdg odedmd https://…;bukan keluhan atau respon
rt satpolppbdg: penertiban pkl di jl.otista tegalega hr ini sabtu 16/1/2016 cc ridwankamil pemkotbandung diskominfobdg odedmd https://…;bukan keluhan atau respon
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
jl suci per4an pahlawan mohon di cek taxi yg parkir penyebab lalin tersendat iwginting prfmnews andriprim ridwankamil;keluhan
org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https://t.co/qficpfv7pm;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
ridwankamil pak saya merasa terganggu dengan pengamen2 yg meminta dgn nada memaksa. apalagi kl diangkot lg sepi. asa dijambret scara halus.;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
rt ardipramudito: org2 silver msh beraksi di prempatan pasteur bwh pasopati. mhn ditertibkan savebandungcity satpolppbdg prfmnews https…;keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
di taman sungai cikapayang masih byk yg buah sampah sembarangan. perlu ada satpolppbdg cc dbmpkotabdg diskamtam pengunjungnya pada bandel;keluhan
seneng liat byk taman di bandung tp kesel jg byk yg sengaja buang sampah sembarangan. pdhl ada tempat sampah satpolppbdg pdkebersihanbdg;keluhan
rt kangsodiq: di taman sungai cikapayang masih byk yg buah sampah sembarangan. perlu ada satpolppbdg cc dbmpkotabdg diskamtam pengunjun…;keluhan
iwginting andriprim ridwankamil prfmnews angkot ledeng. angkot kuning itu juga ngetem ditengah jalan. #lalinbdg https://t.co/ipmi987kic;keluhan
pak ridwankamil di perempatan pasteur meni seueur anak jalanan nu nge-lem. hariwang jadi pemandangan normal. bilih pada nurutan murangkalih;keluhan
ridwankamil pjudbmpbdg dbmpkotabdg pak ridwan jeung rekan2 pju.. punten pju pratista raya pareum... https://t.co/7gk0tobqzo;keluhan
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl polisi militer https://t.co/404cjt0m0p;respon
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl geger kalong hilir https://t.co/dx1uiu1mxn;respon
ridwankamil odedmd yossiirianto diskominfobdg 16/1 urc pju perbaikan lampu pju jl pa gatot raya https://t.co/acwugb3zqf;respon
infobandung ridwankamil malem minggu di masjid raya (alun2) penuh banget sampe bnyk yg buang sampah sembarangan d area dlm...😢😢;keluhan
dbmpkotabdg ridwankamil odedmd yossiirianto diskominfobdg jln sukasari suryasumantri beberapa lampu mati juga..;keluhan
iwginting kangmaaf mau tanyaklo alih fungsi dr trotoar menjadi lahan parkir diperbolehkan?? cc:dishub_kotabdg ridwankamil;keluhan
"pengarahan.. suruh pkl jualan di pingir pedestrian didepan toko &amp; mall yng bayar pajak &amp; izin ke pemkot.  https://t.co/hkavkggg3e";keluhan
kang ridwankamil kenapa di taman superhero ga ada lampu yg nyala jadi gelap dan rawan klo malem..;keluhan
"prfmnews ridwankamil apakah walkot menizinkan pkl dlm kaum jualan di depan toko &amp; mall! apakah izinkan pkl parkir motor di dalem kaum?????";keluhan
"prfmnews ridwankamil kami keberatan toko &amp; usaha di tutup pkl. kami yng bayar pajak &amp; izin ko tdk dilibatkan ama pemkot!.";keluhan
"rt aksirelawanbdg: weekend tiba.. 😊 yuk kita jaga kebersihanketertiban&amp;fasilitas umum  p'ridwankamil satpolppbdg infobdg prfmnews ht…";bukan keluhan atau respon
"prfmnews ridwankamil diskominfobdg  yng membayar pajak izin &amp; ikut aturan &amp; berkerja keras cari utk nafka halal &amp; resmi tdk di hargain.";bukan keluhan atau respon
batheig sosialisasi ttg parkir di jl. suniaraja cc   ridwankamil dishub_kotabdg diskominfobdg infobdg https://t.co/ddrylefcmv;bukan keluhan atau respon
